gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,cogs,csho,invt,lct,lt,ni,re,revt,costat,prcc_c
001004,20210531,2020,INDL,C,D,STD,AIR,USD,937.0000,1539.7000,974.4000,1364.6000,35.3750,591.0000,336.8000,565.3000,35.8000,723.4000,1651.4000,A,36.2200
001045,20211231,2021,INDL,C,D,STD,AAL,USD,17336.0000,66467.0000,-7340.0000,27969.0000,647.7280,1795.0000,19006.0000,73807.0000,-1993.0000,-14580.0000,29882.0000,A,17.9600
001075,20211231,2021,INDL,C,D,STD,PNW,USD,1551.1000,22003.2220,5906.2000,2347.6500,112.9270,367.1670,1756.8690,15981.7620,618.7200,3209.8580,3803.8350,A,70.5900
001078,20211231,2021,INDL,C,D,STD,ABT,USD,24239.0000,75196.0000,35802.0000,16627.0000,1764.0820,5157.0000,13105.0000,39172.0000,7071.0000,23154.0000,43075.0000,A,140.7400
001161,20211231,2021,INDL,C,D,STD,AMD,USD,8583.0000,12419.0000,7497.0000,8209.0000,1207.0000,1955.0000,4240.0000,4922.0000,3162.0000,-1454.0000,16434.0000,A,143.9000
001209,20210930,2021,INDL,C,D,STD,APD,USD,8376.3000,26859.2000,13539.7000,5864.8000,221.3970,453.9000,2799.1000,12771.2000,2099.1000,14162.4000,10323.0000,A,304.2600
001230,20211231,2021,INDL,C,D,STD,ALK,USD,3920.0000,13951.0000,3801.0000,5342.0000,125.9060,62.0000,3991.0000,10150.0000,478.0000,3980.0000,6176.0000,A,52.1000
001234,20211231,2021,INDL,C,D,STD,ATRI,USD,136.5710,267.2640,244.2960,82.7510,1.8010,50.7780,13.3460,,33.0550,357.3240,165.0090,A,704.9000
001254,20211231,2021,INDL,C,D,STD,MATX,USD,704.5000,3693.1000,1667.4000,2429.6000,41.0000,0.0000,612.4000,2025.7000,927.4000,1322.6000,3925.3000,A,90.0300
001257,20211231,2021,INDL,C,D,STD,ALX,USD,,1391.9650,252.5890,124.0270,5.1070,0.0000,,1139.3760,132.9300,214.3690,206.1480,A,260.3000
001300,20211231,2021,INDL,C,D,STD,HON,USD,25372.0000,64470.0000,18569.0000,21798.0000,684.8000,5138.0000,19508.0000,45221.0000,5542.0000,39932.0000,34392.0000,A,208.5100
001327,20210930,2021,INDL,C,D,STD,SWKS,USD,2865.4000,8590.7000,5297.1000,2178.3000,165.3000,885.0000,658.5000,3293.6000,1498.3000,5177.9000,5109.1000,A,155.1400
001380,20211231,2021,INDL,C,D,STD,HES,USD,4346.0000,20515.0000,6300.0000,3435.0000,309.7450,223.0000,3064.0000,13489.0000,559.0000,-27.0000,7473.0000,A,74.0300
001410,20211031,2021,INDL,C,D,STD,ABM,USD,1401.1000,4436.2000,1609.2000,5213.2000,67.3020,0.0000,1285.8000,2827.0000,126.3000,857.6000,6228.6000,A,40.8500
001414,20211231,2021,INDL,C,D,STD,PRI,USD,,16123.2230,2082.5120,2039.9680,39.3680,24.3550,,14033.4400,373.3570,2076.8940,2709.7320,A,153.2700
001439,20211231,2021,INDL,C,D,STD,ECOL,USD,364.2180,1805.3980,624.3240,644.1470,31.2700,0.0000,186.9340,1181.0740,5.3370,-187.3090,988.0010,A,31.9400
001440,20211231,2021,INDL,C,D,STD,AEP,USD,7809.2000,87668.7000,22433.2000,10594.0000,504.2120,989.2000,12426.7000,64945.2000,2488.1000,11851.9000,16792.0000,A,88.9700
001447,20211231,2021,INDL,C,D,STD,AXP,USD,,188548.0000,22177.0000,31847.0000,761.0000,0.0000,,166371.0000,8060.0000,10529.0000,43663.0000,A,163.6000
001449,20211231,2021,INDL,C,D,STD,AFL,USD,,157542.0000,33253.0000,16433.0000,652.1320,0.0000,,124289.0000,4325.0000,48774.0000,21037.0000,A,58.3900
001487,20211231,2021,INDL,C,D,STD,AIG,USD,,596112.0000,65471.0000,36091.0000,818.6870,0.0000,,527200.0000,9388.0000,30472.0000,52046.0000,A,56.8600
001526,20211231,2021,INDL,C,D,STD,ANAT,USD,,31320.3210,6994.3680,3457.3150,26.8870,0.0000,,24318.2620,699.3250,6946.3370,4203.1140,A,188.8400
001562,20210430,2020,INDL,C,D,STD,AMSWA,USD,136.6230,177.1570,122.3910,45.0300,32.8630,0.0000,50.6640,54.7660,8.0890,-15.2870,111.4080,A,17.1700
001585,20211231,2021,INDL,C,D,STD,AVD,USD,342.0000,694.1600,372.7380,321.4000,30.8870,154.3060,223.0610,321.4220,18.5870,290.6010,556.8720,A,16.3900
001598,20211231,2021,INDL,C,D,STD,AME,USD,2128.7650,11898.1870,6871.8840,3341.7880,231.6620,769.1750,1563.3140,5026.3030,990.0530,7429.6690,5546.5140,A,147.0400
001602,20211231,2021,INDL,C,D,STD,AMGN,USD,19385.0000,61165.0000,6700.0000,3210.0000,558.3000,4086.0000,12184.0000,54465.0000,5893.0000,-25396.0000,25979.0000,A,224.9700
001632,20211031,2021,INDL,C,D,STD,ADI,USD,5378.3170,52322.0710,37992.5420,2255.4510,525.3310,1200.6100,2770.3120,14329.5290,1390.4220,7330.7510,7318.2860,A,175.7700
001659,20211231,2021,INDL,C,D,STD,ANDE,USD,3372.3280,4569.2190,1072.4250,11840.4190,33.8590,1814.5380,2463.9290,3261.5150,103.9860,703.9530,12612.0500,A,38.7100
001661,20211231,2021,INDL,C,D,STD,NBR,USD,1517.8090,5525.3640,590.6560,1286.8950,8.2050,126.4480,525.2280,4131.1430,-569.2720,-1548.6220,2017.5480,A,81.0900
001678,20211231,2021,INDL,C,D,STD,APA,USD,2380.0000,13303.0000,-1595.0000,3337.0000,346.9310,473.0000,2117.0000,13308.0000,973.0000,-9466.0000,8079.0000,A,26.8900
001686,20210228,2020,INDL,C,D,STD,APOG,USD,350.6740,1015.0990,492.7450,905.9030,25.7140,147.4870,217.5520,522.3540,15.4360,329.2160,1230.7740,A,31.6800
001690,20210930,2021,INDL,C,D,STD,AAPL,USD,134836.0000,351002.0000,63090.0000,201697.0000,16426.7860,6580.0000,125481.0000,287912.0000,94680.0000,5725.0000,365817.0000,A,177.5700
001704,20211031,2021,INDL,C,D,STD,AMAT,USD,16107.0000,25825.0000,12247.0000,11763.0000,892.0000,4309.0000,6344.0000,13578.0000,5888.0000,31986.0000,23063.0000,A,157.3600
001722,20211231,2021,INDL,C,D,STD,ADM,USD,31909.0000,56136.0000,22477.0000,78266.0000,560.0000,14481.0000,21948.0000,33369.0000,2709.0000,19783.0000,85249.0000,A,67.5900
001743,20211231,2021,INDL,C,D,STD,ARCB,USD,776.0530,2112.6760,929.0670,3584.4900,24.8670,0.0000,702.6940,1183.6090,213.5210,805.0130,3980.0670,A,119.8500
001773,20211231,2021,INDL,C,D,STD,ARW,USD,15893.3230,19535.5400,5282.2950,30274.6530,68.0660,4201.9650,11326.0890,14194.6940,1108.1970,7596.2910,34477.0180,A,134.2700
001794,20210930,2021,INDL,C,D,STD,ASH,USD,1717.0000,6612.0000,2752.0000,1285.0000,57.0000,473.0000,934.0000,3860.0000,220.0000,2424.0000,2111.0000,A,107.6600
001823,20211231,2021,INDL,C,D,STD,ATRO,USD,339.8610,609.1380,256.6040,361.9060,31.4780,157.5760,118.6130,352.5340,-25.5780,272.7300,444.9080,A,12.0000
001864,20210131,2020,INDL,C,D,STD,REX,USD,258.7500,479.3450,384.7830,338.0790,5.9920,37.8800,30.7370,42.1620,3.0010,589.9860,372.8460,A,73.4700
001878,20210131,2020,INDL,C,D,STD,ADSK,USD,2699.2000,7279.8000,965.5000,252.6000,219.6000,0.0000,3254.7000,6314.3000,1208.2000,-1613.4000,3790.4000,A,305.3400
001891,20210630,2021,INDL,C,D,STD,ADP,USD,40741.8000,48772.5000,5670.1000,8129.6000,423.7000,0.0000,38094.8000,43102.4000,2598.5000,19461.7000,15005.4000,A,246.5800
001913,20211231,2021,INDL,C,D,STD,AVY,USD,2734.6000,7971.6000,1924.4000,5853.5000,82.6060,907.2000,2547.9000,6047.2000,740.1000,3597.8000,8408.3000,A,216.5700
001919,20210630,2021,INDL,C,D,STD,AVT,USD,7163.4210,8925.4220,4084.1840,17162.1320,99.6010,3236.8370,3055.2380,4841.2380,193.1140,2362.4230,19534.6790,A,41.2300
001926,20210228,2020,INDL,C,D,STD,AZZ,USD,303.4920,996.4420,623.2920,613.4480,25.1080,92.9120,113.8500,373.1500,39.6140,522.2050,838.9170,A,47.4400
001968,20211231,2021,INDL,C,D,STD,BMI,USD,261.3600,530.8180,403.0700,271.8520,29.2500,99.6110,82.1460,,60.8840,353.6710,505.1980,A,106.5600
001979,20211231,2021,INDL,C,D,STD,BCPC,USD,322.2320,1199.3250,877.0150,531.2680,32.2870,91.0580,143.8020,322.3100,96.1040,727.1450,799.0230,A,168.6000
001988,20211231,2021,INDL,C,D,STD,BLL,USD,5223.0000,19714.0000,3627.0000,11085.0000,320.8440,1795.0000,5953.0000,16029.0000,878.0000,6261.0000,13811.0000,A,96.2700
002002,20211231,2021,INDL,C,D,STD,BPOP,USD,,75097.8990,5947.2540,-28.4170,79.8510,144.2450,,69128.5020,934.8890,2648.6760,2764.7650,A,82.0400
002005,20211231,2021,INDL,C,D,STD,BOH,USD,,22784.9410,1431.6110,-21.0740,40.2530,29.0780,,21173.3300,253.3720,1883.9930,698.0690,A,83.7600
002019,20211231,2021,INDL,C,D,STD,BK,USD,,444438.0000,38196.0000,-4.0000,804.1450,2.0000,,401047.0000,3759.0000,34454.0000,16158.0000,A,58.0800
002049,20211231,2021,INDL,C,D,STD,B,USD,680.2090,2576.8200,1428.7660,712.7650,50.6850,239.6550,310.3940,1148.0540,99.8730,1435.2030,1258.8460,A,46.5900
002086,20211231,2021,INDL,C,D,STD,BAX,USD,8872.0000,33521.0000,9077.0000,6655.0000,501.6150,2453.0000,4236.0000,24400.0000,1284.0000,13685.0000,12784.0000,A,85.8400
002101,20210630,2021,INDL,C,D,STD,AIT,USD,1196.5750,2271.8070,932.5460,2293.0230,38.5160,362.5470,427.7000,1339.2610,144.7570,1201.3210,3235.9190,A,102.7000
002111,20210930,2021,INDL,C,D,STD,BDX,USD,8838.0000,53866.0000,23675.0000,8582.0000,284.4760,2866.0000,6626.0000,30189.0000,2092.0000,11738.0000,20248.0000,A,251.4800
002136,20211231,2021,INDL,C,D,STD,VZ,USD,36728.0000,366596.0000,81790.0000,56301.0000,4197.7990,3055.0000,47160.0000,283396.0000,22065.0000,71066.0000,133613.0000,A,51.9600
002184,20210131,2020,INDL,C,D,STD,BBY,USD,12540.0000,19067.0000,4587.0000,35928.0000,257.0000,5612.0000,10521.0000,14480.0000,1798.0000,4561.0000,47262.0000,A,99.7900
002259,20211231,2021,INDL,C,D,STD,BKH,USD,808.1330,9131.8960,2787.0940,1303.7200,64.7390,150.9790,901.7130,6244.7730,236.7440,942.3740,1949.1020,A,70.5700
002269,20210430,2020,INDL,C,D,STD,HRB,USD,1699.7240,3653.6460,352.4010,1685.2400,181.4660,0.0000,1163.0790,3301.2450,583.7910,253.2920,3413.9870,A,15.8600
002285,20211231,2021,INDL,C,D,STD,BA,USD,108666.0000,138552.0000,-14999.0000,55110.0000,588.9170,78823.0000,81992.0000,153398.0000,-4202.0000,22749.0000,62272.0000,A,201.3200
002312,20211231,2021,INDL,C,D,STD,RHI,USD,2268.5470,2952.3590,1381.0510,3713.2060,110.6860,0.0000,1358.6730,1571.3080,598.6260,145.0370,6461.4440,A,111.5200
002352,20210731,2021,INDL,C,D,STD,BRC,USD,465.1040,1377.7560,963.0280,557.7690,52.0670,136.1070,257.5840,414.7280,129.6590,732.4160,1144.6980,A,53.9000
002403,20211231,2021,INDL,C,D,STD,BMY,USD,33262.0000,109314.0000,35946.0000,8601.0000,2176.0000,2095.0000,21868.0000,73308.0000,6994.0000,22552.0000,46385.0000,A,62.3500
002436,20210131,2020,INDL,C,D,STD,CAL,USD,782.5560,1867.0500,200.2470,1232.0830,37.9660,487.9550,905.5090,1663.1960,-439.1140,39.4210,2117.0700,A,15.6500
002444,20211231,2021,INDL,C,D,STD,BC,USD,2124.6000,5425.0000,1914.2000,4002.1000,76.9330,1208.0000,1442.2000,3510.8000,593.3000,2688.6000,5846.2000,A,100.7300
002448,20211231,2021,INDL,C,D,STD,MTRN,USD,627.2520,1607.4790,720.4400,1190.4820,20.4480,361.1150,204.5090,887.0390,72.4740,658.3820,1510.6440,A,91.9400
002497,20211231,2021,INDL,C,D,STD,MTZ,USD,2873.9540,7121.3930,2539.8090,6805.7350,76.4290,92.5950,1784.5980,4577.5320,328.8310,2083.6120,7951.7810,A,92.2800
002504,20211231,2021,INDL,C,D,STD,UIS,USD,1133.0000,2419.5000,-113.7000,1371.9000,67.2000,7.6000,752.5000,2483.9000,-448.5000,-4673.1000,2054.4000,A,20.5700
002547,20211231,2021,INDL,C,D,STD,CI,USD,36134.0000,154889.0000,47112.0000,150190.0000,322.9480,3722.0000,43572.0000,107705.0000,5365.0000,31709.0000,174274.0000,A,229.6300
002558,20211231,2021,INDL,C,D,STD,CNA,USD,,66639.0000,12809.0000,10257.0000,271.3640,0.0000,,53830.0000,1202.0000,9983.0000,11546.0000,A,44.0800
002574,20211231,2021,INDL,C,D,STD,CSX,USD,3873.0000,40531.0000,13490.0000,6041.0000,2201.7870,339.0000,2233.0000,27031.0000,3781.0000,11222.0000,12522.0000,A,37.6000
002577,20211231,2021,INDL,C,D,STD,CTS,USD,289.0890,664.4620,463.5780,301.3760,32.1790,49.5060,114.0660,200.8840,-41.8660,487.7170,512.9250,A,36.7200
002593,20210930,2021,INDL,C,D,STD,CBT,USD,1425.0000,3306.0000,947.0000,2443.0000,56.7270,523.0000,1147.0000,2216.0000,250.0000,870.0000,3400.0000,A,56.2000
002596,20210630,2021,INDL,C,D,STD,CACI,USD,1331.1760,6172.3720,2665.1430,3930.6700,23.5540,79.6960,884.8010,3507.0940,457.4430,3152.7960,6044.1350,A,269.2100
002615,20210228,2020,INDL,C,D,STD,CAMP,USD,214.2880,433.8050,95.0850,167.5610,35.2290,23.6630,107.2450,338.7200,-56.3090,-138.9590,308.5870,A,9.9200
002628,20211231,2021,INDL,C,D,STD,CWT,USD,300.4580,3623.2710,1177.5940,552.6190,53.7160,9.5110,256.5760,2440.2910,101.1250,525.9360,790.9090,A,71.8600
002663,20210731,2021,INDL,C,D,STD,CPB,USD,1695.0000,11734.0000,3152.0000,5387.0000,302.0000,933.0000,1814.0000,8580.0000,1002.0000,3747.0000,8476.0000,A,43.4600
002751,20210630,2021,INDL,C,D,STD,CAH,USD,31048.0000,44453.0000,1791.0000,155312.0000,291.0000,14594.0000,27624.0000,42659.0000,611.0000,1171.0000,162467.0000,A,51.4900
002771,20211231,2021,INDL,C,D,STD,CSL,USD,2150.9000,7246.8000,2629.5000,3265.8000,52.0000,605.1000,1169.5000,4617.3000,421.7000,4132.5000,4810.3000,A,248.1200
002787,20210630,2021,INDL,C,D,STD,CRS,USD,1117.4000,2971.2000,1392.3000,1329.5000,48.0410,425.7000,306.3000,1578.9000,-229.6000,1107.0000,1475.6000,A,29.1900
002807,20210430,2020,INDL,C,D,STD,CASY,USD,723.6330,4460.3140,1932.6790,5297.7540,36.9500,286.5980,612.7490,2527.6350,312.9000,1873.7280,7654.1890,A,178.6200
002817,20211231,2021,INDL,C,D,STD,CAT,USD,43455.0000,82793.0000,16484.0000,33857.0000,535.8880,14038.0000,29847.0000,66277.0000,6489.0000,37729.0000,50971.0000,A,206.7400
002818,20210131,2020,INDL,C,D,STD,CATO,USD,290.5500,591.4520,246.4980,433.1870,22.6040,84.1230,181.9340,344.9540,-47.4830,130.4580,575.1110,A,9.5900
002820,20210331,2020,INDL,C,D,STD,CVCO,USD,651.7990,951.8330,683.6400,864.4500,9.2350,131.2340,237.1040,268.1930,76.6460,431.1540,1108.0510,A,175.4500
002960,20211231,2021,INDL,C,D,STD,CHE,USD,230.2860,1342.7230,623.2730,1369.4580,14.9130,10.1090,302.3990,719.4500,268.5500,1970.3110,2139.2610,A,529.0400
002968,20211231,2021,INDL,C,D,STD,JPM,USD,,3743567.0000,259289.0000,-3703.0000,2944.1490,8923.0000,,3449440.0000,48334.0000,272184.0000,127202.0000,A,158.3500
002986,20211231,2021,INDL,C,D,STD,CPK,USD,173.1350,2114.8690,774.1300,376.1950,17.6550,24.6800,376.4330,1340.7390,83.4660,394.3750,569.9680,A,145.8100
002991,20211231,2021,INDL,C,D,STD,CVX,USD,33738.0000,239535.0000,139067.0000,116938.0000,1929.8060,6305.0000,26791.0000,99595.0000,15625.0000,161657.0000,155606.0000,A,117.3500
003007,20210630,2021,INDL,C,D,STD,EAT,USD,207.2000,2274.9000,-303.3000,2834.5000,45.9000,28.9000,571.6000,2578.2000,131.6000,-270.8000,3337.8000,A,36.5900
003026,20211231,2021,INDL,C,D,STD,CHD,USD,1233.4000,7996.5000,3233.2000,2737.9000,242.5460,535.4000,2075.2000,4763.3000,827.5000,5297.8000,5190.1000,A,102.5000
003028,20211231,2021,INDL,C,D,STD,CHDN,USD,501.5000,2981.6000,306.8000,1047.9000,38.1000,0.0000,395.0000,2674.8000,249.1000,306.8000,1597.2000,A,240.9000
003062,20210531,2020,INDL,C,D,STD,CTAS,USD,2843.3090,8236.8230,3687.8470,3580.1530,104.0610,1291.9010,1934.0850,4548.9760,1110.9680,7907.9030,7116.3400,A,353.4600
003107,20211231,2021,INDL,C,D,STD,CLF,USD,7653.0000,18975.0000,5490.0000,14809.0000,500.1590,5188.0000,3561.0000,13201.0000,2988.0000,617.0000,20444.0000,A,21.7700
003121,20210630,2021,INDL,C,D,STD,CLX,USD,1829.0000,6334.0000,411.0000,3962.0000,122.7800,752.0000,2056.0000,5742.0000,710.0000,490.0000,7341.0000,A,174.3600
003138,20211231,2021,INDL,C,D,STD,COKE,USD,1076.6620,3445.5700,711.7860,3443.6650,9.3740,302.8510,834.8560,2733.7840,189.5800,624.0230,5562.7140,A,619.1900
003144,20211231,2021,INDL,C,D,STD,KO,USD,22545.0000,94354.0000,22999.0000,13915.0000,4325.0000,3414.0000,19950.0000,69494.0000,9771.0000,54764.0000,38655.0000,A,59.2100
003153,20211231,2021,INDL,C,D,STD,CDE,USD,289.5770,1734.4220,800.2620,511.5390,256.9200,132.4090,235.8680,934.1600,-31.3220,-2940.6540,832.8280,A,5.0400
003157,20210930,2021,INDL,C,D,STD,COHR,USD,1179.2850,1888.9300,868.1850,865.0840,24.5380,392.2410,382.2150,1020.7450,-106.7510,744.8060,1487.4680,A,266.5400
003158,20211231,2021,INDL,C,D,STD,COHU,USD,750.7930,1259.0440,882.5020,487.6650,48.5490,161.0530,192.4590,376.5420,167.3250,166.2930,887.2140,A,38.0900
003170,20211231,2021,INDL,C,D,STD,CL,USD,4397.0000,15040.0000,609.0000,6579.0000,840.4800,1692.0000,4051.0000,14069.0000,2166.0000,19964.0000,17421.0000,A,85.3400
003203,20210831,2021,INDL,C,D,STD,CCF,USD,212.9640,404.1590,344.3240,157.8560,9.4480,41.2170,32.9220,59.8350,44.9200,324.4190,293.3360,A,99.5600
003221,20211231,2021,INDL,C,D,STD,AON,USD,19032.0000,31917.0000,1061.0000,8341.0000,214.8000,0.0000,19073.0000,30759.0000,1255.0000,-5565.0000,12193.0000,A,300.5600
003226,20211231,2021,INDL,C,D,STD,CMCSA,USD,24807.0000,275905.0000,96092.0000,81739.0000,4533.2300,0.0000,29348.0000,177896.0000,14159.0000,63382.0000,116385.0000,A,50.3300
003231,20211231,2021,INDL,C,D,STD,CMA,USD,,94616.0000,7503.0000,-327.0000,130.6880,7.0000,,86719.0000,1168.0000,10282.0000,3024.0000,A,87.0000
003238,20211231,2021,INDL,C,D,STD,CBSH,USD,,36689.0880,3437.2980,-53.4600,121.6840,8.7300,,33240.7640,530.7650,169.5730,1435.0420,A,68.7400
003243,20211231,2021,INDL,C,D,STD,C,USD,,2291413.0000,182977.0000,42295.0000,1984.3550,262169.0000,,2088741.0000,21952.0000,146183.0000,80565.0000,A,60.3900
003246,20210831,2021,INDL,C,D,STD,CMC,USD,2736.8280,4638.6710,2294.8770,5456.2900,120.5870,935.3870,980.4730,2343.5620,412.8650,2078.1050,6729.7600,A,36.2900
003278,20211231,2021,INDL,C,D,STD,CAR,USD,1847.0000,22600.0000,-220.0000,4411.0000,55.9000,0.0000,2408.0000,22809.0000,1285.0000,-318.0000,9313.0000,A,207.3700
003358,20210731,2021,INDL,C,D,STD,CMTL,USD,287.4960,993.1110,500.7190,357.3120,26.2480,80.3580,203.5610,492.3920,-73.4800,333.0010,581.6950,A,23.6900
003362,20210531,2020,INDL,C,D,STD,CAG,USD,2702.1000,22195.6000,8551.8000,7580.7000,480.2840,1734.0000,3306.2000,13564.2000,1298.8000,6268.4000,11184.7000,A,36.2600
003382,20211231,2021,INDL,C,D,STD,SSTK,USD,388.2150,851.7100,468.4820,236.1880,36.4170,0.0000,333.7840,383.2280,91.8830,218.7490,773.4150,A,110.8800
003413,20211231,2021,INDL,C,D,STD,ED,USD,5551.0000,63116.0000,20037.0000,8818.0000,354.0000,437.0000,5427.0000,42780.0000,1346.0000,11450.0000,13676.0000,A,85.3200
003429,20211231,2021,INDL,C,D,STD,CTO,USD,,733.1390,430.4500,60.6100,5.9160,0.6920,,302.6590,29.9400,344.9760,70.2720,A,61.4200
003439,20211231,2021,INDL,C,D,STD,CMS,USD,2627.0000,28753.0000,6407.0000,5069.0000,289.7580,667.0000,2204.0000,21565.0000,1353.0000,998.0000,7329.0000,A,65.0500
003469,20211231,2021,INDL,C,D,STD,CLR,USD,1564.3900,18591.1110,7475.4560,1057.7370,364.2980,105.5680,1500.1270,10734.7860,1660.9680,6340.2110,5719.3180,A,44.7600
003504,20211031,2021,INDL,C,D,STD,COO,USD,1465.3000,9606.2000,6941.8000,774.1000,49.3000,585.6000,732.1000,2664.2000,2944.7000,5860.8000,2922.5000,A,418.9400
003532,20211231,2021,INDL,C,D,STD,GLW,USD,7659.0000,30154.0000,12333.0000,7587.0000,830.0000,2481.0000,4806.0000,17609.0000,1906.0000,15214.0000,14082.0000,A,37.2300
003562,20211231,2021,INDL,C,D,STD,CUZ,USD,,7312.0340,4566.7700,552.1600,148.6880,0.0000,,2711.6340,278.5860,-985.3380,761.8740,A,40.2800
003570,20210731,2021,INDL,C,D,STD,CBRL,USD,353.5960,2391.6940,663.6330,2416.0780,23.4970,138.3200,465.2620,1728.0610,254.5130,663.3980,2821.4440,A,128.6400
003580,20211231,2021,INDL,C,D,STD,CR,USD,1744.2000,4486.6000,1832.3000,1821.0000,57.8360,440.9000,795.2000,2651.5000,435.4000,2087.1000,3180.0000,A,101.7300
003592,20211231,2021,INDL,C,D,STD,OMF,USD,,22079.0000,3093.0000,1947.0000,127.8100,52.0000,,18986.0000,1314.0000,1788.0000,4973.0000,A,50.0400
003619,20211231,2021,INDL,C,D,STD,CCK,USD,4495.0000,13858.0000,1912.0000,9029.0000,126.1320,1735.0000,4133.0000,11528.0000,-560.0000,1282.0000,11394.0000,A,110.6200
003643,20211231,2021,INDL,C,D,STD,CFR,USD,,50878.4900,4294.1030,23.9650,63.9860,3.4640,,46438.9350,443.0790,3304.2840,1383.9970,A,126.0700
003650,20211231,2021,INDL,C,D,STD,CMI,USD,12309.0000,23710.0000,8474.0000,17690.0000,142.5000,4355.0000,7084.0000,14309.0000,2131.0000,15170.0000,24021.0000,A,218.1400
003662,20211231,2021,INDL,C,D,STD,CW,USD,1307.8080,4103.5450,1826.4900,1458.1910,38.4700,411.5670,734.8670,2277.0550,267.1590,2718.3620,2505.9310,A,138.6700
003708,20211231,2021,INDL,C,D,STD,WEN,USD,592.8490,5101.3910,436.4050,611.6800,215.8490,5.9340,426.9250,4664.9860,200.3920,295.9980,1896.9980,A,23.8500
003734,20211231,2021,INDL,C,D,STD,DAN,USD,3586.0000,7632.0000,1922.0000,7733.0000,144.2390,1564.0000,2174.0000,5459.0000,197.0000,-323.0000,8945.0000,A,22.8200
003735,20211231,2021,INDL,C,D,STD,DHR,USD,11648.0000,83184.0000,41899.0000,9274.0000,715.0000,2767.0000,8140.0000,38007.0000,6433.0000,31800.0000,29453.0000,A,329.0100
003813,20210131,2020,INDL,C,D,STD,TGT,USD,20756.0000,51248.0000,14440.0000,65696.0000,500.8770,10653.0000,20125.0000,36808.0000,4368.0000,8069.0000,93561.0000,A,176.5300
003835,20211031,2021,INDL,C,D,STD,DE,USD,,84114.0000,18431.0000,28600.0000,308.0650,6781.0000,,65680.0000,5963.0000,33910.0000,43959.0000,A,342.8900
003851,20211231,2021,INDL,C,D,STD,DAL,USD,15940.0000,72459.0000,3887.0000,28080.0000,639.9670,1098.0000,20966.0000,68572.0000,280.0000,-7278.0000,29899.0000,A,39.0800
003863,20211231,2021,INDL,C,D,STD,DLX,USD,620.4730,3074.3840,574.3180,731.3060,42.6790,34.9280,683.3580,2499.7860,62.6330,474.2710,2022.1970,A,32.1100
003897,20211231,2021,INDL,C,D,STD,DTE,USD,3317.0000,39719.0000,8705.0000,12058.0000,193.7480,858.0000,6346.0000,31006.0000,907.0000,3326.0000,14947.0000,A,119.5400
003946,20211231,2021,INDL,C,D,STD,DBD,USD,1887.3000,3507.2000,-845.1000,2683.3000,78.3520,544.2000,1749.4000,4344.2000,-78.8000,-1200.9000,3905.2000,A,9.0500
003964,20210131,2020,INDL,C,D,STD,DDS,USD,1661.9400,3092.5150,1441.0080,3069.0630,22.0150,1087.7630,772.8770,1651.5070,-71.6540,4436.3340,4433.1850,A,63.0500
003969,20211231,2021,INDL,C,D,STD,DIOD,USD,1187.6720,2194.4950,1237.2420,1025.7670,45.0170,348.6220,471.0340,891.7710,228.7630,1066.2920,1805.1620,A,109.8100
003980,20210930,2021,INDL,C,D,STD,DIS,USD,33657.0000,203609.0000,88553.0000,45131.0000,1818.0000,3514.0000,31077.0000,101385.0000,1995.0000,33989.0000,67418.0000,A,154.8900
004016,20210131,2020,INDL,C,D,STD,DG,USD,6914.2190,25862.6240,6661.2380,22286.7400,240.7850,5247.4770,5710.7830,19201.3860,2655.0500,3003.9390,33746.8390,A,210.3000
004029,20211231,2021,INDL,C,D,STD,D,USD,7269.0000,99590.0000,25525.0000,8179.0000,810.0000,1631.0000,8673.0000,70672.0000,3288.0000,3915.0000,13964.0000,A,78.5600
004036,20210731,2021,INDL,C,D,STD,DCI,USD,1244.0000,2400.2000,1137.1000,1789.3000,125.0230,384.5000,606.6000,1263.1000,286.9000,1490.2000,2860.8000,A,59.2600
004058,20211231,2021,INDL,C,D,STD,DOV,USD,3061.7090,10403.6270,4189.5280,4641.5770,144.0460,1191.0950,2250.3410,6214.0990,1123.8180,9291.1930,7907.0810,A,181.6000
004066,20211231,2021,INDL,C,D,STD,OMC,USD,15909.5000,28421.8000,3270.2000,11550.2000,209.1000,1201.0000,16226.2000,24302.8000,1407.8000,7746.5000,14289.4000,A,73.2700
004091,20211231,2021,INDL,C,D,STD,DCO,USD,492.5690,978.7350,474.6020,475.3530,11.9250,158.9620,162.5600,504.1330,135.5360,370.2300,645.4130,A,46.7700
004093,20211231,2021,INDL,C,D,STD,DUK,USD,9940.0000,169587.0000,47334.0000,14345.0000,769.0000,3199.0000,15931.0000,118451.0000,3908.0000,2962.0000,25069.0000,A,104.9000
004108,20211231,2021,INDL,C,D,STD,FLS,USD,2388.6770,4749.7680,1804.3190,2375.8790,129.9990,678.2870,1131.8050,2912.4230,125.9490,3127.4340,3541.0600,A,30.6000
004115,20210131,2020,INDL,C,D,STD,DY,USD,1168.6300,1944.1650,811.3080,2639.9350,30.6150,70.8490,448.4900,1132.8570,34.3370,798.8190,3199.1650,A,75.5200
004145,20211231,2021,INDL,C,D,STD,PKI,USD,2440.7800,15000.5540,7141.2450,1996.0250,126.2410,624.7140,1213.7440,7859.3090,943.1570,4254.4820,5067.1690,A,201.0600
