gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,cogs,csho,invt,lct,lt,ni,re,revt,costat,prcc_c
139665,20211231,2021,INDL,C,D,STD,MCO,USD,4011.0000,14680.0000,2727.0000,1637.0000,185.6400,0.0000,2496.0000,11764.0000,2214.0000,12352.0000,6218.0000,A,390.5800
139804,20211231,2021,INDL,C,D,STD,TTMI,USD,1407.4130,3025.5470,1455.4170,1785.1460,103.5330,127.6120,558.1480,1570.1300,54.4140,679.0030,2248.7400,A,14.9000
140044,20211231,2021,INDL,C,D,STD,DRRX,USD,81.7370,91.9900,57.7820,47.9620,227.6800,1.8700,10.0560,34.2080,-36.2650,-526.0590,13.9770,A,0.9859
140073,20211231,2021,INDL,C,D,STD,ITGR,USD,452.9820,2582.2150,1354.6970,830.6500,33.0630,155.6990,159.6290,1227.5180,96.8080,641.5140,1221.0790,A,85.5900
140988,20211231,2021,INDL,C,D,STD,TNET,USD,2439.0000,3309.0000,881.0000,3603.0000,65.9680,0.0000,1739.0000,2428.0000,338.0000,73.0000,4540.0000,A,95.2600
141178,20211231,2021,INDL,C,D,STD,INSG,USD,127.6190,215.8430,-24.8540,163.2360,105.3810,37.4020,74.8300,240.6970,-48.1250,-795.5780,262.3990,A,5.8300
141277,20211231,2021,INDL,C,D,STD,EXAS,USD,1426.2370,6684.8840,3387.6360,373.4120,173.6740,104.9940,517.0680,3297.2480,-595.6250,-2642.9630,1767.0870,A,77.8300
141384,20211231,2021,INDL,C,D,STD,ALGN,USD,2494.0750,5942.1100,3622.7140,912.1680,78.7100,230.2300,1924.0710,2319.3960,772.0200,2623.7000,3952.5840,A,657.1800
141459,20211231,2021,INDL,C,D,STD,GRMN,USD,4261.7720,7854.4270,6114.1590,1953.2980,192.6080,1227.6090,1448.1480,1740.2680,1082.2000,4438.5720,4982.7950,A,136.1700
141460,20211231,2021,INDL,C,D,STD,SGEN,USD,2869.1940,3719.6040,3065.1390,245.6240,183.3810,200.6630,568.8540,654.4650,-674.4710,-1542.8600,1574.3710,A,154.6000
141469,20211231,2021,INDL,C,D,STD,HBIO,USD,61.5830,162.3440,83.4010,49.1440,41.1430,27.5870,25.3160,78.9430,-0.2880,-142.7010,118.9040,A,7.0500
141496,20211231,2021,INDL,C,D,STD,DVAX,USD,972.5200,1039.2460,222.3740,299.0720,122.9450,61.3350,556.4020,816.8720,76.7130,-1219.6170,439.4420,A,14.0700
141846,20211231,2021,INDL,C,D,STD,ACAD,USD,617.8230,700.1220,540.8940,89.4930,161.0130,7.8810,96.0680,159.2280,-167.8700,-2153.7680,484.1450,A,23.3400
141913,20211231,2021,INDL,C,D,STD,GPN,USD,4710.9850,45279.7130,25628.2010,2082.3410,284.7500,0.0000,4463.0140,19410.2960,965.4600,2747.9400,8523.7620,A,135.1800
142260,20211231,2021,INDL,C,D,STD,OIS,USD,426.7270,1085.7480,695.8260,470.3960,61.3780,168.5730,177.2870,389.9220,-63.9930,215.5360,573.1610,A,4.9700
142337,20211231,2021,INDL,C,D,STD,NOG,USD,215.3280,1522.8660,215.1330,247.7710,77.3420,0.0000,327.5570,1307.7310,6.3610,-1773.9950,496.8990,A,20.5800
142814,20210630,2021,INDL,C,D,STD,SYNA,USD,1179.7000,2226.8000,967.2000,603.4000,35.3320,82.0000,786.7000,1259.6000,79.6000,781.0000,1339.6000,A,289.5100
142953,20211231,2021,INDL,C,D,STD,MDLZ,USD,10342.0000,67092.0000,28269.0000,16668.0000,1391.6310,2708.0000,14008.0000,38769.0000,4300.0000,20182.0000,28720.0000,A,66.3100
142956,20211231,2021,INDL,C,D,STD,OMCL,USD,780.7020,2142.4960,1146.6890,518.8860,44.1790,119.9240,876.1580,995.8070,77.8490,360.1640,1132.0180,A,180.4400
143356,20211231,2021,INDL,C,D,STD,PRU,USD,,937582.0000,61876.0000,46911.0000,376.2860,0.0000,,874974.0000,7724.0000,57976.0000,70948.0000,A,108.2400
143357,20210831,2021,INDL,C,D,STD,ACN,USD,19666.5110,43175.8430,19529.3970,33344.5040,632.0860,0.0000,15708.8670,23078.7290,5906.8090,12569.2510,50533.3890,A,414.5500
144396,20211231,2021,INDL,C,D,STD,CCRN,USD,508.2730,732.8090,297.5280,1301.6530,37.0240,0.0000,199.7700,435.2810,132.0020,-24.0280,1676.6520,A,27.7600
144435,20211231,2021,INDL,C,D,STD,BG,USD,16460.0000,23819.0000,6979.0000,55195.0000,141.0570,8431.0000,9324.0000,15613.0000,2078.0000,2508.0000,59152.0000,A,93.3600
144437,20211231,2021,INDL,C,D,STD,PDFS,USD,188.5070,273.7680,219.5850,35.8960,37.4110,0.0000,43.8260,54.1830,-21.4880,-98.7850,111.0600,A,31.7900
144520,20211231,2021,INDL,C,D,STD,AMN,USD,1349.0680,3131.9060,1162.0270,2672.0890,47.2630,0.0000,969.3900,1969.8790,327.3880,796.6510,3984.2350,A,122.3300
144559,20211231,2021,INDL,C,D,STD,ZBH,USD,4885.0000,23456.4000,12660.7000,1885.7000,209.0000,2394.5000,3467.9000,10790.0000,401.6000,10060.6000,7836.2000,A,127.0400
144640,20211231,2021,INDL,C,D,STD,ABG,USD,1929.4000,8002.6000,2115.5000,7935.5000,23.1380,718.4000,1598.0000,5887.1000,532.4000,1880.6000,9837.7000,A,172.7300
144998,20211231,2021,INDL,C,D,STD,XPO,USD,2677.0000,8707.0000,1138.0000,10336.0000,115.0000,,2538.0000,7569.0000,336.0000,-41.0000,12806.0000,A,77.4300
145041,20211231,2021,INDL,C,D,STD,BGFV,USD,407.3480,753.9530,267.3090,708.7530,22.0970,279.9810,269.8000,486.6440,102.3860,192.2610,1161.8200,A,19.0100
145046,20211231,2021,INDL,C,D,STD,ANTM,USD,51122.0000,97460.0000,36060.0000,112872.0000,241.7710,0.0000,34885.0000,61332.0000,6104.0000,26910.0000,138639.0000,A,463.5400
145049,20210131,2020,INDL,C,D,STD,GME,USD,1551.2000,2472.6000,436.7000,3749.5000,65.3000,602.5000,1342.7000,2035.9000,-215.3000,425.6000,5089.8000,A,18.8400
145552,20211231,2021,INDL,C,D,STD,CNC,USD,28497.0000,78375.0000,26795.0000,111218.0000,582.4790,0.0000,25765.0000,51353.0000,1347.0000,8216.0000,125982.0000,A,82.4000
145701,20211231,2021,INDL,C,D,STD,PFG,USD,,304657.2000,16069.4000,11745.1000,261.7000,,,288198.9000,1710.6000,14495.4000,13879.7000,A,72.3300
145977,20211231,2021,INDL,C,D,STD,AAP,USD,6275.4760,12194.2090,3128.2910,5834.2870,62.0090,4659.0180,5180.3070,9065.9180,616.1080,4583.1640,10997.9890,A,239.8800
146017,20210831,2021,INDL,C,D,STD,AYI,USD,1544.3000,3575.1000,2044.5000,1926.6000,35.1920,398.7000,692.2000,1530.6000,306.3000,2712.1000,3461.0000,A,211.7200
146140,20211231,2021,INDL,C,D,STD,PDM,USD,,3930.6650,1785.7940,458.5390,123.0770,0.0000,,2143.2420,-1.1530,-1917.2350,538.5370,A,18.3800
146171,20211231,2021,INDL,C,D,STD,MANT,USD,597.5210,2639.5650,1675.4200,2174.5450,40.7960,0.0000,377.2280,964.1450,137.0170,1117.5940,2553.9560,A,72.9300
146616,20211231,2021,INDL,C,D,STD,CORT,USD,266.4630,423.7560,375.8060,4.2090,105.9400,4.9880,47.5410,47.9500,112.5120,194.7410,365.9780,A,19.8000
146648,20211231,2021,INDL,C,D,STD,CUTR,USD,249.6610,280.2930,56.5690,96.8210,17.9950,39.5030,73.9000,223.7240,2.0620,-58.1730,231.2700,A,41.3200
147204,20211231,2021,INDL,C,D,STD,CCOI,USD,409.5770,984.5570,-373.0980,207.8490,47.6740,0.0000,81.0100,1357.6550,48.1850,-920.8800,571.3090,A,73.1800
147242,20210131,2020,INDL,C,D,STD,VRNT,USD,1277.7420,3261.2950,1267.4370,347.2430,65.7730,20.0830,1163.4390,1773.2620,-7.2670,-250.6750,1273.7050,A,67.1800
147305,20211231,2021,INDL,C,D,STD,JBLU,USD,3247.0000,13642.0000,3849.0000,5147.0000,320.0000,74.0000,3417.0000,9793.0000,-182.0000,2786.0000,6037.0000,A,14.2400
147579,20211231,2021,INDL,C,D,STD,NFLX,USD,8069.8250,44584.6630,15849.2480,17124.2710,443.9630,0.0000,8488.9660,28735.4150,5116.2280,12648.8770,29697.8440,A,602.4400
147708,20211031,2021,INDL,C,D,STD,CVGW,USD,152.6410,445.4020,225.5150,980.2480,17.6860,40.7570,114.6240,218.5190,-11.8180,57.3640,1055.8300,A,42.4000
147849,20211231,2021,INDL,C,D,STD,CPSI,USD,68.9980,383.3500,222.5720,136.6600,14.6450,0.8550,46.4270,160.7780,18.4300,38.0540,280.6290,A,29.3000
147868,20211231,2021,INDL,C,D,STD,OSTK,USD,551.7900,1065.9660,744.3860,2131.9390,43.0230,5.1370,272.3330,321.5800,368.5020,-137.1270,2756.4460,A,59.0100
147988,20210930,2021,INDL,C,D,STD,ACM,USD,6173.5430,11733.9540,2712.4700,12376.2310,143.1690,0.0000,5521.7150,8904.3770,173.1850,-1404.5030,13340.8520,A,77.3500
148223,20211231,2021,INDL,C,D,STD,GLDD,USD,327.4320,997.6700,398.9970,527.9630,65.7460,30.7600,154.7350,598.6730,49.4320,90.5090,726.1490,A,15.7200
148349,20210930,2021,INDL,C,D,STD,TDG,USD,7030.0000,19315.0000,-2916.0000,2131.0000,55.2050,1185.0000,1663.0000,22225.0000,680.0000,-3953.0000,4798.0000,A,636.2800
148350,20211231,2021,INDL,C,D,STD,TA,USD,877.1840,3508.5010,702.8530,5753.1950,14.8390,191.8430,519.2780,2805.6480,58.5240,-82.7580,7336.8440,A,51.6200
148390,20211231,2021,INDL,C,D,STD,FORM,USD,524.0390,1020.5200,815.7800,405.6610,78.2410,111.5480,148.7540,204.7400,83.9240,-83.2430,769.6740,A,45.7200
148469,20211231,2021,INDL,C,D,STD,SAFT,USD,,2117.3910,927.1730,713.2230,14.8430,0.0000,,1190.2180,130.7100,846.3220,860.1870,A,85.0300
148950,20211231,2021,INDL,C,D,STD,NPO,USD,713.0000,2969.8000,1266.6000,625.1000,20.7350,160.0000,379.1000,1653.1000,177.2000,964.0000,1141.8000,A,110.0700
149070,20211231,2021,INDL,C,D,STD,CME,USD,161761.8000,196780.3000,27399.3000,1659.1000,358.6020,0.0000,160398.4000,169381.0000,2636.4000,5205.4000,4689.7000,A,228.4600
149177,20211231,2021,INDL,C,D,STD,NXST,USD,1412.7190,13264.4620,2850.3390,1983.4670,40.7570,0.0000,787.2940,10407.0350,834.5680,2345.8020,4648.3710,A,150.9800
149318,20211231,2021,INDL,C,D,STD,WYNN,USD,2875.9170,12530.8260,-214.4180,2558.5810,115.7150,69.9670,1287.8800,13367.0410,-755.7860,-2282.0740,3763.6640,A,85.0400
149337,20211231,2021,INDL,C,D,STD,NDAQ,USD,7423.0000,20115.0000,6395.0000,3983.0000,166.6800,208.0000,7872.0000,13710.0000,1187.0000,4878.0000,5886.0000,A,210.0100
149618,20211231,2021,INDL,C,D,STD,BANC,USD,,9393.7430,970.3340,44.7350,62.1880,3.4080,,8328.4530,62.3460,155.6370,309.7480,A,19.6200
150139,20210131,2020,INDL,C,D,STD,DKS,USD,3759.6500,7752.8590,2339.5340,6188.5120,84.9300,1953.5680,2550.1980,5413.3250,530.2510,3225.3460,9584.0190,A,56.2100
150278,20211231,2021,INDL,C,D,STD,CRI,USD,1913.5210,3201.7970,950.1860,1730.0580,41.1490,647.7420,731.0300,2251.6110,339.7480,949.7750,3515.1210,A,101.2200
150279,20211231,2021,INDL,C,D,STD,PFS,USD,,13781.2020,1697.0960,11.9770,76.9700,8.7310,,12084.1060,167.9210,821.3960,489.1480,A,24.2200
150306,20211231,2021,INDL,C,D,STD,TCBI,USD,,34731.7380,2909.6160,77.7480,50.6190,8.1230,,31522.1220,253.9390,1900.5590,1014.8150,A,60.2500
150477,20211231,2021,INDL,C,D,STD,PRAA,USD,,4366.2430,1286.3460,705.4800,41.0080,0.0000,,3041.4060,183.1580,1285.9360,1095.7320,A,50.2100
150481,20211231,2021,INDL,C,D,STD,SAIA,USD,416.2550,1845.2500,1220.3330,1815.7570,26.3370,,321.3480,624.9170,253.2350,949.7750,2288.7040,A,337.0300
151630,20211231,2021,INDL,C,D,STD,HALO,USD,926.2870,1104.4290,196.9530,166.0110,137.4980,53.9080,117.1470,907.4760,402.7100,-59.5320,443.3100,A,40.2100
152049,20211231,2021,INDL,C,D,STD,FBMS,USD,,6077.4140,676.1720,18.5770,21.0190,10.2430,,5401.2420,64.1670,214.2060,212.9180,A,38.6200
152149,20211231,2021,INDL,C,D,STD,MOH,USD,10064.0000,12209.0000,2630.0000,24491.0000,58.0000,0.0000,7047.0000,9579.0000,659.0000,2394.0000,27771.0000,A,318.0800
153130,20211231,2021,INDL,C,D,STD,AXS,USD,,27368.9700,4860.6560,3930.6170,84.7740,0.0000,,21958.3140,618.6090,6261.2810,5321.7250,A,54.4700
154039,20211231,2021,INDL,C,D,STD,NTGR,USD,883.0930,1078.5310,696.8150,789.8020,29.2860,315.6670,341.0450,381.7160,49.3870,-226.4420,1168.0730,A,29.2100
154739,20211231,2021,INDL,C,D,STD,GOOD,USD,,1143.3520,201.3030,98.1340,38.0740,0.0000,,770.5290,9.7730,-469.8690,137.6880,A,25.7700
155280,20211231,2021,INDL,C,D,STD,ATSG,USD,352.8410,3267.3350,1322.3770,1216.2750,74.1420,49.2040,312.6310,1944.9580,231.4200,247.3500,1734.2820,A,29.3800
155393,20211231,2021,INDL,C,D,STD,WLL,USD,338.2680,2457.9310,1663.6250,400.5710,39.1340,4.0000,637.7330,794.3060,427.9060,466.9790,1533.4810,A,64.6800
155394,20211231,2021,INDL,C,D,STD,LKQ,USD,4254.3680,12606.1540,5771.7440,7743.4240,287.0150,2610.5150,2165.4460,6795.4930,1090.8730,5640.3850,13088.5040,A,60.0300
155738,20211231,2021,INDL,C,D,STD,NNI,USD,,21678.0410,2951.2060,748.8350,37.9160,0.0000,,18725.2030,393.2860,2949.8270,1414.7030,A,97.6800
155754,20211231,2021,INDL,C,D,STD,AHT,USD,,4098.1430,-2.7190,915.8740,34.4900,3.2910,,4078.0550,-267.0050,-2382.9700,805.0600,A,9.6000
156155,20211130,2021,INDL,C,D,STD,SNX,USD,17734.1440,27666.3800,7905.9750,29680.4030,95.5710,6642.9150,14233.4550,19760.4050,395.0690,835.6790,31614.1690,A,114.3600
156383,20211231,2021,INDL,C,D,STD,AEL,USD,,78349.1090,6323.0990,3050.2920,92.5140,0.0000,,72025.9820,473.9920,4616.2110,3689.4710,A,38.9200
156614,20210131,2020,INDL,C,D,STD,CONN,USD,844.0630,1755.0840,557.1550,627.2470,29.2260,196.4630,211.7560,1197.9290,-3.1370,491.0100,1385.2090,A,11.6900
156861,20211231,2021,INDL,C,D,STD,TPX,USD,1275.6000,4323.4000,285.8000,2661.1000,187.4000,463.9000,1053.4000,4028.4000,624.5000,2505.7000,4930.8000,A,47.0300
156953,20211231,2021,INDL,C,D,STD,HTH,USD,,18689.0800,2522.6680,1319.3280,78.9650,2526.1880,,16139.8770,374.4950,1246.7950,1940.2480,A,35.1400
157057,20211231,2021,INDL,C,D,STD,AIZ,USD,,33911.5000,5489.7000,8493.8000,55.7540,,,28421.8000,1372.4000,3916.8000,10187.6000,A,155.8600
157153,20210930,2021,INDL,C,D,STD,CMP,USD,531.4000,1630.9000,293.1000,575.1000,34.0540,321.7000,195.4000,1337.8000,-213.3000,161.9000,836.6000,A,51.0800
157679,20211231,2021,INDL,C,D,STD,SRC,USD,,7330.8700,3833.6220,291.6160,127.6990,0.0000,,3331.0710,171.7020,-2846.2030,608.3900,A,48.1900
157855,20210131,2020,INDL,C,D,STD,CRM,USD,21889.0000,66301.0000,41493.0000,4218.0000,919.0000,0.0000,17728.0000,24808.0000,4072.0000,5891.0000,21252.0000,A,222.5300
157865,20210630,2021,INDL,C,D,STD,MEIP,USD,164.8170,174.0980,41.3620,1.1230,112.6150,0.0000,30.2940,132.7360,-50.5750,-327.8090,25.5350,A,2.6700
157955,20211231,2021,INDL,C,D,STD,AGO,USD,,18208.0000,6292.0000,175.0000,67.5180,0.0000,,11708.0000,389.0000,6290.0000,871.0000,A,50.2000
158053,20211231,2021,INDL,C,D,STD,NYMT,USD,,5641.6980,1802.8100,166.3470,379.4050,0.0000,,3209.9160,193.2000,-557.5600,380.1900,A,3.7200
158354,20211231,2021,INDL,C,D,STD,GNW,USD,,99171.0000,15510.0000,6382.0000,507.4000,0.0000,,82905.0000,904.0000,6351.0000,7335.0000,A,4.0500
158563,20211231,2021,INDL,C,D,STD,CYTK,USD,535.6720,841.3190,243.8630,237.0210,84.8000,0.0000,71.8600,597.4560,-215.3140,-1208.4890,70.4280,A,45.5800
158587,20211231,2021,INDL,C,D,STD,TBBK,USD,,6843.2390,652.4540,14.3490,57.3710,1410.5570,,6190.7850,110.6530,245.3970,326.8640,A,25.3100
158737,20211231,2021,INDL,C,D,STD,SP,USD,187.5000,1116.2000,222.5000,991.8000,23.2240,0.0000,332.8000,894.1000,31.7000,25.6000,1177.2000,A,28.2200
158742,20211231,2021,INDL,C,D,STD,MKTX,USD,,1530.4520,1041.3090,303.7690,37.9190,36.0780,,489.1430,257.8880,943.6360,699.3520,A,411.2700
158743,20211231,2021,INDL,C,D,STD,BGS,USD,834.4560,3828.5450,920.2540,1524.4760,68.5220,609.7940,244.2870,2908.2910,67.3630,916.0220,2056.2640,A,30.7300
160173,20211231,2021,INDL,C,D,STD,ABR,USD,,15073.8450,1861.9590,198.0240,151.3620,0.0000,,12523.8610,339.3000,62.5320,836.4860,A,18.3200
160211,20211231,2021,INDL,C,D,STD,DPZ,USD,860.5400,1671.8160,-4209.5360,2596.2080,36.1380,68.3280,590.7410,5881.3520,510.4670,-4210.7370,4357.3730,A,564.3300
160225,20211231,2021,INDL,C,D,STD,MA,USD,16949.0000,37669.0000,7312.0000,7900.0000,980.0000,0.0000,13162.0000,30257.0000,8687.0000,44839.0000,18884.0000,A,359.3200
160329,20211231,2021,INDL,C,D,STD,GOOGL,USD,188143.0000,359268.0000,251635.0000,98509.0000,662.1210,1170.0000,64254.0000,107633.0000,76033.0000,189861.0000,257637.0000,A,2897.0400
160340,20211231,2021,INDL,C,D,STD,MNKD,USD,219.7440,321.1610,-209.3490,124.5860,251.4780,7.1520,48.3490,530.5100,-80.9260,-3130.0690,75.4420,A,4.3700
160341,20211231,2021,INDL,C,D,STD,WTI,USD,358.2590,1193.2070,-247.1800,202.5010,142.8630,0.0000,324.3760,1440.3870,-41.4780,-775.9370,558.0100,A,3.2300
160373,20211231,2021,INDL,C,D,STD,MORN,USD,887.6000,2862.7000,1415.9000,700.1000,43.1360,0.0000,783.5000,1446.8000,193.3000,1491.2000,1699.3000,A,341.9900
160376,20211231,2021,INDL,C,D,STD,TXRH,USD,563.5250,2511.9520,1058.1240,2858.6440,69.3820,31.5950,602.1440,1438.4680,245.2940,943.5510,3463.9460,A,89.2800
160479,20211231,2021,INDL,C,D,STD,EXR,USD,,10474.4770,3116.4960,639.9750,133.9220,0.0000,,6688.5010,827.6490,-170.7910,1665.6740,A,226.7300
160598,20210930,2021,INDL,C,D,STD,BECN,USD,2668.7000,5554.5000,1742.8000,4884.3000,70.1000,1084.5000,1463.1000,3412.5000,-45.5000,597.1000,6642.0000,A,57.3500
160621,20211231,2021,INDL,C,D,STD,SFL,USD,250.3160,3459.2970,982.3270,156.7320,138.5510,10.1240,400.3160,2476.9700,164.3430,-101.9140,513.3960,A,8.1500
160668,20211231,2021,INDL,C,D,STD,INVA,USD,313.6730,926.3950,414.7430,16.7540,69.5660,0.0000,5.8070,400.4600,265.8540,-390.7870,391.8660,A,17.2500
160681,20211231,2021,INDL,C,D,STD,HY,USD,1350.0000,1970.1000,357.1000,2666.1000,16.8270,781.0000,1104.6000,1587.2000,-173.0000,46.3000,3075.7000,A,41.1000
160684,20211231,2021,INDL,C,D,STD,WLK,USD,5263.0000,18459.0000,7955.0000,7665.0000,127.9160,1407.0000,2344.0000,9931.0000,2015.0000,7772.0000,11778.0000,A,97.1300
160706,20211231,2021,INDL,C,D,STD,DRH,USD,,2965.3060,1515.1660,691.3290,210.7470,0.0000,,1444.3420,-194.5840,-780.9310,568.0810,A,9.6100
160770,20211231,2021,INDL,C,D,STD,MRTX,USD,1507.9830,1588.7540,1397.0380,643.4920,55.3570,0.0000,143.6580,191.7160,-581.7840,-1702.9540,72.0920,A,146.6900
160776,20211231,2021,INDL,C,D,STD,SBNY,USD,,118445.4270,7840.6110,359.8990,60.6320,386.7650,,110604.8090,918.4410,4076.1950,2311.2730,A,323.4700
160785,20211231,2021,INDL,C,D,STD,VVI,USD,197.6160,1037.6300,6.2820,503.9040,20.5530,8.5810,175.1260,807.7570,-92.6550,-377.1490,507.3400,A,42.7900
160888,20211231,2021,INDL,C,D,STD,MPWR,USD,1124.8520,1585.8250,1243.9850,497.6400,46.2560,259.4170,226.9440,341.8400,242.0230,440.7590,1207.7980,A,493.3300
160893,20210331,2020,INDL,C,D,STD,ENS,USD,1691.3170,3462.7970,1539.7550,2156.8250,42.7530,518.2470,676.9880,1919.2210,143.3740,1548.5130,2977.9320,A,83.0600
160913,20211231,2021,INDL,C,D,STD,ORA,USD,601.9320,4425.6780,1854.9990,289.5620,56.0560,38.1370,544.1560,2417.8880,62.0920,583.0180,663.0840,A,79.3000
160990,20211231,2021,INDL,C,D,STD,CUBE,USD,,6548.0790,2871.5630,484.1530,223.9180,0.0000,,3549.6990,223.4820,-1219.0680,847.8390,A,56.9100
160991,20211231,2021,INDL,C,D,STD,DLR,USD,,36369.5600,17272.8780,3285.7930,284.4150,0.0000,,17845.7780,1709.2590,-3805.8090,4485.8060,A,176.8700
161048,20211231,2021,INDL,C,D,STD,ACC,USD,,7574.5860,3117.3780,728.5850,138.9720,0.0000,,4273.3010,35.4890,-1574.3120,945.1030,A,57.2900
161813,20211231,2021,INDL,C,D,STD,BXC,USD,945.1670,1317.4540,363.2490,3498.7510,9.7260,488.4580,243.7910,954.2050,296.1330,95.0670,4277.1780,A,95.7600
161844,20211231,2021,INDL,C,D,STD,LVS,USD,5510.0000,20059.0000,1996.0000,2626.0000,763.9900,22.0000,2565.0000,17811.0000,-961.0000,-170.0000,4293.0000,A,37.6400
161853,20210630,2021,INDL,C,D,STD,KRNY,USD,,7283.7350,1042.9440,48.7300,76.2050,16.6700,,6240.7910,63.2330,414.5110,255.0160,A,13.2500
161997,20211231,2021,INDL,C,D,STD,HURN,USD,257.6820,1119.3490,571.9000,658.1450,21.8700,0.0000,205.1840,547.4490,62.9870,293.8360,926.9580,A,49.9000
162127,20211231,2021,INDL,C,D,STD,CNSL,USD,427.8150,3712.6920,540.7130,569.6290,113.6470,0.0000,285.5450,2876.3160,-107.0850,-201.1700,1282.2330,A,7.4800
162129,20211231,2021,INDL,C,D,STD,MOS,USD,5325.3000,22036.4000,10604.1000,8273.4000,368.7320,2741.4000,4787.4000,11287.9000,1630.6000,10122.4000,12357.4000,A,39.2900
162146,20211231,2021,INDL,C,D,STD,CYRX,USD,693.5160,1112.9700,631.5530,120.1840,49.6160,16.5010,42.6450,471.1420,-275.5280,-468.7840,222.6080,A,59.1700
162160,20211231,2021,INDL,C,D,STD,MPW,USD,,20519.8010,8440.1880,360.3470,596.7480,0.0000,,12074.1300,656.0210,-124.4180,1573.1570,A,23.6300
162254,20211231,2021,INDL,C,D,STD,CE,USD,3807.0000,11975.0000,4189.0000,5468.0000,108.0240,1524.0000,2505.0000,7438.0000,1890.0000,9348.0000,8537.0000,A,168.0600
162264,20211231,2021,INDL,C,D,STD,NP,USD,347.0000,1081.7000,316.0000,818.1000,16.7790,138.5000,175.0000,765.7000,-24.9000,66.5000,1028.5000,A,46.2800
162293,20211231,2021,INDL,C,D,STD,INBK,USD,,4210.9940,380.3380,48.3570,9.7540,48.9330,,3830.6560,48.1140,161.3920,164.2040,A,47.0400
162335,20210331,2020,INDL,C,D,STD,PBH,USD,269.8350,3429.2730,1358.2980,389.6700,49.9110,114.9590,122.1380,2070.9750,164.6820,988.9820,943.3650,A,34.8700
162354,20210930,2021,INDL,C,D,STD,DLB,USD,1760.4980,3105.6870,2597.9790,34.1650,101.0730,10.9650,315.7170,501.4550,310.2270,2597.8790,1281.2560,A,95.2200
162385,20211231,2021,INDL,C,D,STD,WEX,USD,5299.5120,10306.8280,1838.7730,589.9450,44.8270,8.9750,4399.6990,8213.9490,0.1370,1166.5720,1850.5420,A,140.3900
162401,20211231,2021,INDL,C,D,STD,HUN,USD,3928.0000,9392.0000,4378.0000,6389.0000,214.1700,1201.0000,2051.0000,4833.0000,1045.0000,1232.0000,8453.0000,A,34.8800
162404,20211231,2021,INDL,C,D,STD,LHCG,USD,433.1420,2895.6210,1566.2420,1336.6090,30.6340,0.0000,408.7900,1226.0210,115.7280,751.0250,2219.6220,A,137.2300
162449,20211231,2021,INDL,C,D,STD,EXLS,USD,578.1440,1282.9040,693.1560,690.9340,33.2910,0.0000,495.6860,589.7480,114.7580,666.6630,1122.2930,A,144.7700
162453,20211231,2021,INDL,C,D,STD,AMTX,USD,20.6930,160.8310,-120.2390,198.5620,33.4610,5.1260,65.3300,281.0690,-47.1470,-325.5770,211.9490,A,12.3000
162559,20211231,2021,INDL,C,D,STD,LAZ,USD,,7147.1810,975.2200,2409.7530,100.7200,53.4620,,5494.2170,528.0640,1336.7890,3291.9100,A,43.6300
162887,20211231,2021,INDL,C,D,STD,DXCM,USD,3684.4000,4863.6000,2251.5000,668.0000,96.9000,357.3000,720.8000,2612.1000,154.7000,-46.9000,2448.5000,A,536.9500
162988,20210131,2020,INDL,C,D,STD,ZUMZ,USD,535.2770,998.3640,552.5960,636.0210,25.5990,134.3540,195.4520,445.7680,76.2270,380.9680,990.6520,A,36.7800
163036,20211231,2021,INDL,C,D,STD,BLDR,USD,3968.2690,10714.3430,4802.4810,13495.5480,179.8200,1626.2440,2128.7110,5911.8620,1725.4160,540.0130,19893.8560,A,85.7100
163051,20210131,2020,INDL,C,D,STD,CTRN,USD,244.4420,494.5930,163.6340,471.6180,9.8770,103.8450,182.8450,330.9590,23.9780,209.9180,783.2940,A,49.6800
163113,20211231,2021,INDL,C,D,STD,KOP,USD,628.1000,1661.9000,406.6000,1347.4000,21.0960,313.8000,285.7000,1251.1000,85.2000,260.9000,1678.6000,A,31.3000
163610,20211231,2021,INDL,C,D,STD,ICE,USD,154300.0000,193502.0000,22709.0000,3568.0000,561.0000,0.0000,153411.0000,170754.0000,4058.0000,14154.0000,9168.0000,A,136.7700
163678,20211231,2021,INDL,C,D,STD,EVRI,USD,552.6380,1635.6500,174.5000,115.4490,91.3130,29.2330,471.7940,1461.1500,152.9250,-143.2100,660.3850,A,21.3500
163685,20211231,2021,INDL,C,D,STD,EGLE,USD,156.0330,1126.6580,671.2660,254.2770,12.9170,17.6510,123.6010,455.3920,184.8980,-311.6090,594.5380,A,45.5000
163765,20211231,2021,INDL,C,D,STD,CPS,USD,994.8970,2226.4930,324.8830,2111.3020,16.9920,158.0750,597.6150,1895.1330,-322.8350,-179.6310,2330.1910,A,22.4100
163884,20211231,2021,INDL,C,D,STD,FSP,USD,,1364.1730,783.2030,180.4860,103.9990,0.0000,,580.9700,92.7170,-556.0330,209.7790,A,5.9500
163889,20211231,2021,INDL,C,D,STD,ATRC,USD,196.0760,615.3120,483.7560,58.0280,46.0160,38.9640,56.4450,131.5560,50.1990,-281.1010,274.3290,A,69.5300
163891,20211231,2021,INDL,C,D,STD,RUTH,USD,146.1940,535.9790,135.2110,308.5020,33.5030,8.5540,135.4150,400.7680,42.2750,65.9520,429.1230,A,19.9000
